id,fold
6e9be399-dd7e-4e80-a320-361fa540e27a,1
662cdfd5-8580-4e8f-a6d8-b9be2d702bd1,4
0b7bec89-0b50-45d2-a9e7-5c6ee722a8e1,3
1305611e-a858-4659-9acf-92320d52553e,3
3625a991-8c53-4d47-a7b3-e1cf13f5d4f2,4
bffa715b-78bf-4be5-a49e-fc3041abe00b,2
2536c3a0-f260-498a-90af-228c4b581ecf,3
c7f3a00e-7232-4ba3-b225-3527dab248f0,1
c8bb122b-f3e3-4b1a-86f2-b0590052e467,3
1c88fea3-b043-49ef-8d8c-51d377f4e84a,0
fc64d4a2-33c6-4dbb-b683-6ef09f3a108c,2
c8cbe815-d5f5-4d9e-8d29-22bf0371a2e7,0
fb73227a-ce5a-47f0-ace4-1a6f4e8d4e4a,0
37c0c8e7-e1e3-4735-b5ce-a45856a5339c,0
7e8535e0-eeb7-4d8a-80bd-69f9cd61788e,4
6550a7ec-ad9e-451c-b0ea-80b4ef74a990,1
27a4b6e0-4eb9-4d59-886d-dcdef0117861,2
484002d4-4f72-49ae-8678-b5f87eb8bb7b,3
e316ee7d-adec-4af0-b6ea-47c7acc3debb,4
763e40ca-856a-4fa8-b2a4-f6de98e16d90,2
e077693d-3e45-4f73-b8c5-a643a8e158f9,1
d4f3a58c-d052-414c-9f71-b00e99d98b82,0
0f69c527-c914-4658-945e-c15dc24754d5,4
c280b35d-4598-4675-b6ca-431b31be0b4d,2
d5947c81-f0d0-4a2f-ae9f-d5f3569eeb08,3
55fc5ad6-6c75-4c6b-996c-ee3c9c7c11d7,4
99f4280f-a7e7-40ba-8254-9c4252739fd7,0
2c762765-20fb-49f1-baec-86c5fdd3f20b,4
d16579b3-f6e0-4e2b-a405-4a45f2fe179d,0
aaef670a-2a55-4b65-9a3f-e2b8fcedb36e,1
b3ee2822-9492-4481-a9ad-5fff3a723485,0
633d9294-f707-4d71-9f88-f34e65927462,0
32721cc4-c1e0-480c-a7b4-4c94d4e94a8d,1
8e8003d6-0374-44fc-8de6-d0772d314508,4
66a3ca25-b8b1-4a5d-a919-4375ce07ac9b,0
9cb4fa34-b938-4dd0-b6be-609fc03dda55,0
c686007f-2aed-4724-b51d-98c8a937d585,1
88d6299d-3a91-4fa3-b6ce-1c0d99d5a656,1
ac83352c-ad87-4521-88e2-822b1cfa75a4,2
83afa427-4de5-4b46-acf7-04995e5e08ff,0
8f73d573-c3c4-499e-a292-7be167753eba,1
ceee8e92-f5ca-4d3f-9759-29a809ff223a,3
774c0e8a-02f7-4ef6-9ab8-73bad7b85be3,3
8b3e950f-ba97-4ee9-bda7-191e6e620cf6,3
3ae9a305-ac1e-41aa-90e1-5a8cbf623e15,1
77ecb32e-bf99-4722-8e4c-6c2d31d8fe73,0
39569c69-ec09-4f0c-9e3e-54382ccf0405,4
2fe6f4ef-f63a-40f4-ad36-e6c69ee073d5,4
fcfe0564-2994-42a6-aa5d-78252a9576e4,4
ec61f641-8b60-4b9e-95d8-c01094c74b66,0
62e1a009-791e-4edb-b88b-6db554bcb76b,0
043c032b-7db1-485f-b793-bea43ae9bab9,0
fb277c87-356e-415e-8447-cb1074114101,1
af1ae3a1-0746-46f4-b34a-42317e6be046,3
225c7547-adba-4392-91ce-08647946e943,4
884c0eb2-fbad-4784-afd0-152da2aafe01,4
255fe15a-8fec-482e-8103-5bc9d6ff0d2e,3
77ff86af-0ff2-42c5-ba13-95c9d08b68f3,1
a0c0a07f-dffe-48a4-8e26-f37d9b445377,2
3c580052-a00e-4987-94ea-3434920a9a09,0
4250eb32-9d9f-47f3-a6fb-24897396933a,3
a3b01d50-bcbb-47aa-b091-c7f3d255249d,3
e1a22dc2-e1b2-4dca-a80f-5195a76b5a42,2
4827ee88-2cb2-457a-b8f4-fecccab9371b,4
b8b33d8b-3e3e-4987-9ea0-47ae58815323,2
cd552b82-2526-4702-8758-0183cc3bb244,2
5743d9f8-df4c-433a-a7bf-5cd5af8a4935,2
59362bfa-40a4-4ae9-97b2-2acedb6af910,4
efda3b7b-13cd-4771-946d-abe19865777a,0
0c40cc5d-1c95-48f3-913f-3a54d44731b7,1
43974e7e-631b-49bf-a765-d064dccde7c2,3
a48fe1ed-057b-4009-b849-e010c92023e9,2
92ccca03-b4db-4e40-8bf8-b6cc133ec743,0
eadda3d7-adfd-442c-aefc-99f51f000a4c,3
96160e95-9c91-468c-baca-ec7437927827,0
504efbd7-f9ea-4fd8-984f-ece3d1cd6a49,2
6b4c2b8b-5233-4f19-8aac-d2dfc336602a,3
181a9569-4693-4cc4-8055-6ad0355c1660,2
ba798cb2-2177-40ad-8dc1-6fc401b30c6d,3
fc4f9521-bade-4106-bda7-f1c43ad887ae,1
f57241cd-a18e-44ab-b50e-4ee3b1171b19,3
65839b70-6637-4152-afda-6f0ac9ca6d40,3
67e11f30-c690-400a-acbf-bea25939d256,0
2dc3771f-94be-472c-b0c7-22469061b16f,0
f030685c-6fc4-4c96-a73e-0ebf6ad6c557,0
2237dd9d-d8dd-409e-a240-8b7b51f642a4,3
c0dbd94f-3472-441a-8e83-f2eae7141a60,0
b63dd693-fdca-43f5-9ac8-461160c02c16,0
18b24198-e1be-42e6-b55d-66377f101263,0
f07d1637-833e-4dc2-8df8-c04dce69abac,3
55aabbfa-38ca-447a-905b-53d86dbc63c6,1
747fb431-a331-429a-9e62-a6e962620e07,2
5bc64348-24fb-44ed-bd87-6f09ba365332,0
04013c8f-8bcb-4944-a514-00bf28ef67ad,1
db2f9f95-f88c-452c-b6ed-11d6f043a57e,0
f03c3363-ce96-41ce-9ad7-f2dedea576e6,3
ccc4f76e-ea5f-4516-944c-7db6419d6160,0
72876fe9-d3ce-4176-8312-77b2ed3712eb,1
7d99f272-595c-4be8-a0c6-168e26c0284e,0
11086d09-796f-4f00-89a5-f3a1cd211fa5,3
c51c42d6-94d1-425d-baef-d7ae93700ac0,3
d1ad8494-1fc5-4925-8a39-a4bef7eb13b8,3
d08f66e8-b62a-4f19-813a-ba19ab17a560,2
bfbcf8f5-0621-42d6-be2a-9d5c7c833f79,3
c82fa6fc-e00d-456a-9d58-020a00981aad,1
80d4a14c-842f-4591-9104-a2d7ca8c2171,4
f6bfd53c-e889-4cd6-962a-682a52856b82,0
aee5e007-f114-4b76-96d0-09263dc6f0e2,2
4c785a55-796d-4a57-bf8e-066bd9f13bb3,2
4c59833d-d988-43dd-b5a3-d6e2f10b1a5f,2
2bbde7e2-aee6-45c0-ac03-db125f9f7c60,0
ca6fd8ad-519f-4fdb-87eb-e2e01ce5b334,2
a644f564-3634-4155-b4db-3b373c121664,1
f9b1d627-1272-4d1f-9760-77e1e023f78b,0
55a5d912-2801-495e-bf31-0fe5b1a93f34,2
07088833-c83a-4693-9597-dc43b0502a38,2
c9f28c00-ed3e-4abd-8c27-e9c6d34a252e,1
24b2c932-2f8c-4534-8ecd-035ac63547a2,4
2c52fb34-3ae6-49f9-851c-460074060bba,3
ad27391f-9a71-4c0c-be3e-f37604b58071,4
b0edee1b-25b6-4da6-aaca-b798032e77a7,3
0c08ed33-e898-4638-863a-9677629b8042,3
0fa7e1b2-59e8-4254-af4e-15107bae098a,4
35eec9eb-c49d-45ee-bf1a-75412c0768a9,2
26b79db4-d8e8-48f5-b693-ccb966eaeb49,2
4262646d-19da-4a5a-a18a-34fb4ed6d3a1,0
dc84861e-02e2-455e-adf0-364f0c935968,2
937648ea-bf8a-4216-917d-4542ad317bfa,4
f1d13623-1ce2-4f9d-ad59-ed7c2341445f,2
2defe344-af30-4b81-8e39-fb898a09588a,4
8d5a1771-2148-485c-8a1a-94e97b1d5475,0
1f3980cb-6f75-4b14-9e9a-03449e6ececd,2
8e3d6642-650b-4894-9888-9674620a2307,4
6125d79e-2ba3-4db2-af78-2427e4de0475,1
c63c07a6-17d6-4ca9-a7d6-9a865809aac2,1
f129f9e6-bb61-4634-94ed-be6af19fabb9,2
1b7275d6-fbce-4c0b-b00d-f85c26c2e7a9,1
cd0c3b20-6ef0-4e6d-8d0b-d2dd2c682eee,2
c1771cdf-cdcb-429e-9f12-5460d07bfcc6,0
433fc882-7f3b-4db3-9ab3-db6039755ac7,1
0fe9ca7e-d8d6-44d3-8267-67fb003ac84f,4
7e9d2e01-bf4a-4187-b8f2-c717070c99d1,4
f3482d90-3ffc-42fc-a5f6-6277c3c97dcf,1
a59dac8d-e962-4817-bcdd-0f15312e6d77,1
df3144ab-d3e3-4a03-bafe-d38b0c509158,0
f31035a9-3c0f-4940-ab61-a99bb1527671,4
171062b3-f2a9-4705-ab20-e4317f697650,1
39294f8f-2efd-4890-8044-d47cb6849cf8,1
35eb07dd-4172-4b06-9898-0243fedb945c,0
526419f1-1016-47ce-92b8-f726a5626984,4
ab23fe47-a864-4fe2-9ddd-98b1f8c86750,2
5d8283c9-21f8-47b5-ae40-6876bda1481b,1
49b01be4-eaaf-49f5-9573-d17cec36036a,4
17da837a-0ea2-4149-b19e-1346391d5e53,1
ea5d3af8-935d-4a90-bd90-57e1fd7ed45e,1
46a6be3e-1a12-465a-8b83-b6767d4b6ee4,3
c4118d97-3874-42dc-9b99-00be173aaaa5,2
f19fce7a-e5c0-4f2f-a594-f9ad2ee9238a,2
9c2f7026-d9c2-411a-8492-38bf83d583c1,4
016ce0f5-e4d9-4bbe-b4a3-6961058d4ac4,3
3404c8a5-e752-4b71-a89f-78c97c38afe7,3
b3edc5d1-1e0a-4648-b1c6-3fed683c61e0,4
a89e7d1f-429d-420a-8e3f-188b0f5887b4,0
3b7ec263-75e3-4c09-abde-64454f664fed,3
98d29d94-1ac7-4680-a6fd-9ce73613a268,4
b4d73375-313b-4f1a-93a3-a7cb032cca5b,3
978603fd-8b3a-4a00-9247-0c7d67fa76b4,1
2bbf6798-1d75-4996-bd9e-d13cf3b1a359,3
75b37845-0796-4604-8242-608218aa7734,0
d5f42f76-e501-4d5e-9a6a-1056ea060f44,0
8ba90afc-e62f-4f23-8b13-9471a923b314,0
2f92a583-3640-48e4-92ec-24a1d34e5e9d,4
ba57f921-79ea-4170-b7a5-1fd86bbe4a30,1
06fcbd5f-6027-4cc5-8622-b2b79a37c119,2
80d94a73-e23a-4ec2-a48b-8b27242bcce0,1
9e912461-46e6-4f41-a067-222cb0a21b59,0
fb0c060c-8c89-432a-a0d5-98852c55e9fa,2
4f7e6ba1-2af3-4bee-bcd9-fdb2ef177bfd,0
74e364fc-0215-4b1d-a3e4-b29ad84cbc35,3
538a769a-225f-4be0-b761-0c84475c8fab,0
cdfc3ca8-329a-44bf-8778-4f8fb72e6f00,3
94d16b5e-cb21-41b6-8bec-598352fc00ba,1
5bbb1bc7-356e-45a2-a2f6-8e0d2d305a84,4
b77ff98c-a6df-43e1-bc51-620821ed1a39,2
76010937-0435-4392-9937-0a0165ec56aa,0
31017da3-842d-46e8-8477-6428d4d4ccc8,0
4e554762-7c9c-4d71-a167-26e1e08538b1,4
74e6fc5e-0b30-44f8-a8fd-41a0c736e353,2
a59a4722-096e-413e-bb09-83a1d3bdd05d,3
256783e4-7eaa-460a-beb9-f93d645a553a,2
9a3c92d9-4eab-4614-acf2-7bf33bc5248f,4
f62ffbc4-ff45-474b-9c57-4102c0106190,2
5bda8f7c-31c8-4078-8f18-709f9da091f1,3
46fb8df6-11b4-4337-87fd-2ca29e35cea4,4
64fe287c-0158-4251-b1d4-23e131e83071,3
404d4a46-80ec-4faa-9e7e-70208db82ff0,0
02f3dc90-ec56-41e3-97a3-87b4c6dabf81,0
3efbf550-f7cf-44c4-9094-daacb0a487e9,4
b7faabd0-2a6e-4346-8208-31aebb2ed8c6,3
8c3e0531-ceb9-45f3-ac3e-419be1e5be63,4
2b645db9-18bb-44eb-828a-534623fea45e,1
9897f8cb-9989-4355-bd17-10b6a34ec31b,0
fb286000-7d4f-4fe6-af33-e7c47b2b44b0,4
4c05dc6e-410f-499c-bc6c-6fb268b188a0,3
15c2be4c-f1c4-4c5d-bc55-1b85de2b4569,4
a74c37c9-4615-418d-83e3-696b4880367a,3
a9e9ffd0-1a4c-4ed4-8795-a7007e0149b5,4
c8d8039e-f901-44a4-8f3f-1c1f4b5bf025,4
99731b9c-846c-45f2-b7c4-a12bd987a1ee,2
732783c0-9bdf-4ebf-aea9-475ca3752425,3
dee25c7c-a091-4f58-99ab-e8bd66dd7c0c,1
b1362191-ce18-4342-adac-47524ba6de21,2
91ca1cb1-af5f-4a64-86bf-c6d7940585bb,2
d4930389-a65f-4e51-84b1-8e8bab884631,0
31fa5e13-7921-4cbe-91d8-263519684641,0
5e63e2a6-f23a-4016-a2fc-8e0654cf0fc1,3
a888d5d0-3fa5-4943-b642-56b25c790bfa,4
825a56f9-5c1e-434a-9a14-9b5ed7bc61e2,1
1989ef10-163e-4b39-9169-9887b4669b88,0
1266674b-87a5-4473-a0e5-d82462e75837,1
054eef26-6c6c-44da-9ee9-f464627dccd2,2
040de2de-f021-4970-869c-04d6398d2864,3
9daff2b9-82b4-442a-8469-edf9f689a248,0
9cb930b7-bd1c-4423-a045-661adc11620f,2
5eecdcfa-8838-4da6-b96e-494fdb51a310,4
e8f5d240-6127-4b79-bc72-97df81748644,1
d1cde396-7225-4ece-af13-365820b7b542,1
beca668c-a463-4ad1-aaa8-fef3e4246a00,0
ee1c4827-a0b9-43b5-b37b-a414ec163c67,4
f0f680da-3f17-49dd-bda4-fda439559858,3
877f6479-f1f2-41c4-94f9-6229c1551fa6,3
9f337988-5e14-4b37-bf8c-d58c568674d5,4
aa336fc4-f3e6-4e24-9dd3-3b73651cc6f1,3
0b8d3abe-6c88-4fc0-a79e-36f248bffc0c,0
8fc63f54-92c1-4904-9377-2700de3e6ef4,1
9d072dac-a0cc-474a-9b51-c47c83824a6b,3
e76eaed0-5aae-4c5b-bb5f-890b0f13b78b,0
66983119-cffa-4f02-ba80-4477c7717b0e,0
eb897022-4569-4753-9097-c22796ba6bd0,1
2878161d-201a-4714-b4dd-10e010e1cf54,3
5644bebf-c68e-4319-b726-c17dd156d38c,0
b4690276-445a-4da9-9dc9-38de54921f2e,1
b5e35d6d-fc0b-4a24-bbae-b53e1ed7f7ed,3
f27925a7-4b46-4b55-97fd-06feff47647a,4
36b3d9aa-28b2-44be-92d4-b34ad30a1098,2
a18a15b6-5553-462b-9ee9-015209900395,2
24404f61-5dee-4d82-9d0c-d3693168f3f5,0
2d0eb66a-98c3-4892-a2ba-48ab9939b997,3
aec027f2-fda4-4c1e-b29f-b4beb49742a4,3
86ab9af0-280f-477d-8b4a-fa031476d029,0
96a285f9-1791-4010-990d-dd73f5454380,0
e352d95c-d887-4d2b-bb9e-6075cfa71b23,2
fc14cef0-3bcd-420e-a3df-e13ade48091e,3
d376a01c-0f32-433a-84fa-e3c43324ba25,3
6ef4283f-b25e-4436-bb22-00a6b3e6f352,1
c17d2857-5ec7-46dd-bacd-4fcdadaa496a,3
7bdebc65-0c09-4586-8f30-cf18b2db2c25,4
43e768e4-2098-45da-b31b-4080679f0c47,4
a6c5c26f-7c90-4c18-9fef-9abe0adf8e5b,0
a93d522e-b11e-4082-9df6-fff83a767d4c,2
b0bc2e9d-5afc-43cb-8438-fbe9914f84a8,2
6113dcdd-5084-4409-8c22-361b55acfa44,1
db9e2a1c-0b6b-477a-abee-d01e320343ed,4
41cf0446-d275-4be7-baf2-6fef159da6b1,4
e11c8033-edaf-4a34-bbb2-090074b7f3a3,2
ab04bb13-48e8-4be2-aa11-9fff55f9193a,4
dce2e51e-bb87-460e-af68-880b2f3b30ec,3
4047c652-4402-403d-9bbb-dbe1959f270e,3
ef48a33b-08b3-419a-9300-284cc35615ce,2
51570916-f987-4aaf-be02-0327ad6fc86a,3
b617fb44-c7cc-4e7b-8338-a6a2d7bcd1db,3
b344d941-b602-4a8d-8a98-9c990b69891b,4
fbcf7f12-9894-418c-b830-e68dad50b87b,4
7fd8597d-4938-46ff-a6ee-0c703ed3df8e,3
98f0f662-8f6a-40bc-8a64-0c8ddf150e4c,4
5bb19873-4098-4554-845a-514c97a5f14f,3
af22aa8e-d888-4f26-89b4-f4d2bc219ed4,4
de6f0204-2bd5-4827-a8b6-bdd3231fd5ad,3
48e7a0fa-fe51-4d68-9156-9954bb52ea78,4
724b7af8-6041-476a-9baa-66db8f4ace6b,3
77ba7963-a4b1-41d6-a9cb-de16d51c38fd,4
21be186f-6e0f-41d5-b241-c593b8071435,1
a6eba2b6-86ec-425d-b1aa-0494fe913cc7,3
a26b5a14-bdf4-47e7-80a3-cf391491ccb9,3
aca1800e-d83b-4923-9e64-a64d42802013,1
53b018ae-b9db-48be-9436-42a4382eb745,0
434cefed-a349-4219-87d3-f4e6ffc5e0f3,4
34ebe87f-4216-4395-a6b0-3d90744d5740,3
dcbedd66-4c90-4392-b720-5b7a9c916d02,1
f98715f8-2760-4eff-aa50-fa09f326b0a1,2
d74e6f14-8008-41fa-9be0-657189a2475c,0
12dbee41-b542-4f81-a5b5-069f6b28b686,3
b2479932-3275-4cc3-a254-8cb19fa3daa1,2
eea3e921-f6bd-4c2e-b870-4cedae76f008,0
c78facbc-b0a5-45fd-807b-91afb8ccf654,3
eeb7a773-2fec-470b-986e-a1733d49a26e,3
3699ec9e-c09a-431a-9fba-48e59c1b1611,4
a2a71071-89ac-4866-b4b3-9fa1be7bc9b8,1
03e2bc04-b161-485d-88fc-17c74ac472e0,1
5092fff9-4b2c-41ad-aa7f-489c73ec3a31,0
ca5f3fc1-3f75-4f2a-b2db-a28dbe02f638,1
fe92c179-8d68-4d3b-9fd8-c6ea7a65bc79,0
79735820-703c-4ba3-9124-1c5e050a1b50,4
97950ba8-ce34-4904-aa53-1467f09ca8fd,0
cede5e4f-29eb-4251-8b51-b84bdb34dd41,3
3c5e1c59-213a-45e4-994e-6309d9c402ab,3
a5b86ac1-c5e6-48d7-afe5-986b57af027d,4
759dd787-310a-410f-80e7-9a5f1ae012cf,3
c1911055-db58-4c8e-b2ff-403d37ad9164,2
e963fe01-5bad-4f73-b3a9-9957d05116f9,3
45247013-7e3b-4747-8f4c-8af89e0cbf9f,3
1fe40923-2e39-4f04-847a-a154534e74af,3
d5f7ecb5-7bff-4154-a86b-64f22c800549,3
e225bb3a-dc48-4d52-9039-a633903498e6,4
c8197c18-7336-4e54-8a53-01c9abd70264,3
ea585901-d486-47b4-bc89-dc6d2ae0c4d5,3
afc0c426-8824-42d9-8931-6dc054b5d33b,2
d145bfe9-48cd-4059-80b8-63f5cb571926,2
8ae089cb-677d-477e-aa2f-c23e204c0407,4
84f82c82-cba7-48f9-acc8-783a935a56ff,1
00acf8c0-0ba6-48c0-b018-067e795c7197,1
558ea308-95f6-4b10-8035-4fe5f0e17da9,2
1eb2cdea-0902-4b10-845e-86fe09a1b7b0,3
3ef58848-a40d-4cf7-8884-885d7456769b,1
b86ab115-25a0-42b9-9302-1190c95771b1,3
633c18f3-f52f-4823-aede-06341e5efde5,4
0b093460-a8a6-4532-bfca-f2b17440c6b4,4
19fe22e2-1925-4d33-a6c1-95140984eac9,1
6aca8266-5715-44bd-a9d1-c3cf55d3b6c6,0
38fb7a73-9117-4b7e-8182-8ec36f1d20f2,1
642fd1c8-70f0-4a24-b60a-58c190a9ca83,2
117da074-40cd-4cc8-ba27-a36f3c5180f8,0
5fe8d36c-0ac7-4bdf-9cfa-169890c0a11b,1
0195499a-1adc-459c-9252-3e611d0a25e3,2
1d449790-a4c8-4ce5-875b-b8be172f066a,3
618ea9d7-8318-4faf-8bbd-642d5d3dc66b,2
6ced929e-3f11-4fa7-ab04-bc47e0a803c0,1
aaeedce3-056a-47b9-90bf-b7933bf8c91d,1
372e4fa3-c38e-42e9-b46f-697c721a679f,2
d10757e4-429c-4a45-9732-5ef656eb54af,0
a83067c1-8d20-4c9e-b43b-e93cf5564f2a,4
72973fb8-b99b-4a27-953a-8606c91b336a,4
30650eb4-00e7-4505-ad5b-a5b28700908b,4
3d3e1266-e777-4ab6-ad0f-6f20a2892329,4
76eea555-332c-4f01-9ef3-696cbc8e668b,2
23a6a078-12bf-451d-a157-6d80e46dbadb,1
9388b780-78c0-403a-bd96-69b9bc69122c,2
2ed1d1b1-30c5-499a-a91b-cb51e3cb093a,0
4d73f256-4c88-4c4b-885d-833c53192070,3
28fc1f74-4cf8-47dd-b2ef-800a52ef5a7e,3
f655d7d4-29aa-4244-b0b0-b26ae50c4fde,3
3750e560-a1e4-4880-ba73-001fafbf25da,0
d3fd9603-2ceb-4fa1-9450-08ab8c778466,4
f9580073-d947-4a56-a4cc-8a964a791b47,0
70282005-b6c1-4b73-b0a1-1e4860ed05b7,4
3701c2fe-66d8-4394-8b32-511f00455368,1
4baabab2-ada1-44d9-8667-b1cced08c4ad,3
ad5fc180-4433-40b9-b192-4ae2676ac507,3
7f5dd109-25cb-43ec-b69e-1cd1ccca38a3,0
e0f28063-bb1e-422b-9444-f80c460ba8eb,2
75ec0727-326e-4993-83fc-b3e2a939964d,0
6360830e-19ba-4eb2-a291-bfc629746c5e,3
69dba359-dc59-41c6-b7c0-d752636dcdfc,1
8472da80-7519-4f8e-84bc-d7cf6d85d6ae,1
d8f5d6ab-56f9-46ad-a154-325d93c30da5,3
fa4f7d96-d01d-44be-a506-08a74548cd3c,4
b840af3d-6c26-4f05-aa83-35a476e68d28,0
88909063-bd1d-4bb1-a9b9-fd58d39d7c79,2
89d1a109-94e7-4d74-b8fe-609514df58ce,2
19616817-937e-4f95-9adc-cfc1ba8176c1,1
5c41eb95-52fe-4285-a6dd-cc547b018797,3
7ca6c38d-3f8d-4ad7-ac5f-2045e6ffcb2a,3
614af326-9d10-42bb-a1de-e0f1386a5b2a,0
095422c3-8e3f-474e-9392-6c5eeaf4705c,4
c25e853c-f902-4587-825c-1650be493687,0
1e7d2861-edf9-45a1-b69e-2621e65dd91a,1
2021ba0e-e3a4-43ce-9ab5-a6b07eeaee7c,0
a1dd66aa-90bb-4076-bdb0-563f4ce76250,1
87bfed92-75e2-4d0f-8bb5-cb2fbbe3c5b3,2
9209ddf2-b627-4697-9bf2-24a2d3986c9b,0
63a3dea1-2640-472d-b5ef-3f0d605108e3,4
4012c820-f03c-4d81-887f-1d21cbf11acc,1
f2999e05-556c-438e-93c7-5a25b13dfe1f,3
5523b844-37f2-491d-b6ca-042e295c7ca2,3
5650e9e7-b714-401c-bcb6-983c2364df31,0
6da3054a-484e-4d03-b260-926fc25e328c,2
5d0d4757-f1fb-44f8-a585-04bef51803f5,0
ec8ea586-cd47-41e6-84ce-7727b04b4805,0
9197917c-571d-452d-8fe4-5a954b00144c,3
058e18ad-f5c3-418b-97bb-021cb59057d0,2
ff96754a-1a5a-493f-ac42-2e27f148a168,0
517b9798-72ec-47cb-b200-e9d31f669910,0
1dc33fd6-c721-4da7-9ca3-b13369161e08,3
657cb618-665b-451e-b5a1-8ea446fb9650,0
fb06e7bc-b12a-4533-9848-32479fb938f0,0
c25538b7-a942-4df6-82c7-b6bbb02e5821,3
6399a096-cfb6-4c0d-8ae5-e1bad91efec5,2
b5624eee-6c9c-4375-bd69-a65b14f7277f,4
1f25d38f-7026-4415-b89b-d792e0109422,0
